event,subevent,aoi_date,geometry,event_date,earlier_date,geometry_event_date_id
EMSR640,EMSR640_2022-11-20,2022-11-20,"POLYGON ((-2.9797 56.750833, -2.9385720000000006 56.731535, -2.9321799999999993 56.731535, -2.927114 56.73551500000001, -2.920239 56.73937499999999, -2.8932230000000003 56.740700999999994, -2.87887 56.738892, -2.864898 56.73375699999999, -2.8541150000000006 56.73085499999999, -2.8331590000000006 56.728399, -2.803006 56.72839900000001, -2.7919100000000006 56.72634899999999, -2.7920309999999997 56.736841999999996, -2.7823820000000006 56.743475999999994, -2.7641700000000005 56.74432000000001, -2.747767 56.739615999999984, -2.742098 56.73575599999999, -2.729434 56.73684199999999, -2.6646099999999997 56.753765, -2.639141 56.75293299999999, -2.614227 56.75209799999999, -2.5824000000000007 56.750474, -2.5683590000000005 56.743428, -2.525958 56.72486699999999, -2.5338640000000003 56.712117, -2.538144999999999 56.70133200000001, -2.5764909999999994 56.685038, -2.6171250000000006 56.685018, -2.6379850000000005 56.700444999999995, -2.661651 56.711996, -2.675883 56.706689, -2.7143580000000003 56.68956299999999, -2.720147 56.691371999999994, -2.728432 56.69747999999999, -2.732543 56.702662000000004, -2.744149 56.699814999999994, -2.7664610000000005 56.696075999999984, -2.798182 56.688719, -2.812414 56.68341199999999, -2.8299770000000004 56.682751999999994, -2.8465739999999995 56.67973099999999, -2.8648190000000002 56.67838299999999, -2.8970819999999997 56.688114999999996, -2.9431550000000004 56.69619599999999, -2.996827 56.684135000000005, -3.0093700000000005 56.688959999999994, -3.0098530000000006 56.69378400000001, -3.007 56.69456199999998, -2.9810879999999997 56.702754000000006, -2.9807619999999995 56.70285699999999, -2.9830979999999996 56.717212999999994, -3.007858 56.71607899999999, -3.0268929999999994 56.731308000000006, -3.0445009999999995 56.75652999999999, -3.0643500000000006 56.78841799999999, -3.0869370000000003 56.805293000000006, -3.0876769999999993 56.805736, -3.08777 56.805792, -3.1328009999999997 56.83273599999999, -3.2020220000000004 56.845998, -3.1858409999999995 56.873123, -3.13968 56.88026200000001, -3.0925660000000006 56.877406, -3.0425979999999995 56.870744, -3.0289090000000005 56.85962299999999, -3.0280650000000002 56.841652, -3.009853 56.80498699999999, -3.00925 56.781105999999994, -2.9797 56.750833))",2022-11-18,2022-08-20,141
EMSR640,EMSR640_2022-11-21,2022-11-21,"POLYGON ((-3.259083871999962 56.84473334600005, -3.2129223289999795 56.79952358700005, -3.2024526999999807 56.80475840200006, -3.167712569999935 56.78477092900003, -3.1091778289999747 56.73765760100008, -3.124406378999936 56.72004959000004, -3.1458215279999426 56.71576656000006, -3.1510563419999476 56.70148979400005, -3.136303683999927 56.701965686000044, -3.131544761999976 56.68626124300004, -3.120123348999925 56.678646968000066, -3.1125090739999446 56.669129124000044, -3.051118979999956 56.68578535100004, -3.014602750999927 56.670356604000055, -2.989471125999955 56.66644644500007, -2.9594316909999625 56.65952157500005, -2.935001282999963 56.62820239500007, -2.922628085999975 56.623919365000056, -2.8817013569999403 56.635816670000054, -2.865996913999936 56.628202395000066, -2.8312642959999725 56.61669812600008, -2.8340450039999614 56.604669210000054, -2.7703425819999548 56.58299263600003, -2.770342581999955 56.570143546000054, -2.7736738269999255 56.56395694800005, -2.810793418999936 56.55063196600008, -2.856479069999978 56.556818565000064, -2.890743307999969 56.54016233800008, -2.987349424999934 56.55063196600008, -2.9802110419999512 56.57061943900005, -2.96545838399993 56.58346852800007, -3.00543332899997 56.60535956900003, -3.0187583109999414 56.59251048000004, -3.048263626999926 56.614877413000045, -3.0723806189999445 56.59904331700005, -3.0996116549999324 56.58548773100005, -3.140456782999934 56.57461887800008, -3.2106587399999276 56.55647065000005, -3.225301764999926 56.54561546900003, -3.2584461599999495 56.53472144400007, -3.3421427849999645 56.51887648700005, -3.3768166569999494 56.55818385800006, -3.381565118999958 56.59697517300004, -3.3675872939999754 56.60488367700004, -3.387098873999946 56.61773276600008, -3.446585398999957 56.62344347300005, -3.4860844519999437 56.64866576000002, -3.5241558279999476 56.668653232000054, -3.51939690599994 56.681502321000046, -3.503692463999926 56.68673713600003, -3.5074996009999504 56.69387551900007, -3.5274870739999638 56.703869255000036, -3.543191515999979 56.715766560000084, -3.5807869999999995 56.72195315900006, -3.5926843049999775 56.73385046400006, -3.569365586999936 56.74717544500004, -3.546998653999935 56.77906022300004, -3.5279629659999614 56.77858433000005, -3.529390641999953 56.76240399600004, -3.522252258999969 56.755265613000056, -3.496078187999956 56.76621113300006, -3.489415697999959 56.746223661000045, -3.481801421999933 56.738609386000064, -3.47894606899996 56.743844200000055, -3.4775183919999795 56.75621739700004, -3.448488967999936 56.75145847500004, -3.450868428999968 56.76954237900002, -3.4694282249999455 56.78429503700005, -3.461813949999964 56.795240558000046, -3.377105137999934 56.798571803000065, -3.369014970999956 56.82379409000003, -3.340461438999967 56.828553012000036, -3.3090525529999586 56.81951106000008, -3.2828784819999446 56.82712533500006, -3.2738365299999255 56.838546748000056, -3.259083871999962 56.84473334600005))",2022-11-18,2022-08-20,140
EMSR640,EMSR640_2022-11-21,2022-11-21,"POLYGON ((-2.1705898219999535 57.06638431000004, -2.3596869589999305 57.05941227300007, -2.3774882899999743 57.07460984000004, -2.2473843809999607 57.128003594000056, -2.273840287999973 57.19561747300002, -2.340077704999941 57.219522755000064, -2.4187894159999246 57.24301806800002, -2.4278425539999384 57.30251652100003, -2.391564923999965 57.30111709400007, -2.3746599769999652 57.299979701000034, -2.302044757999964 57.278693253000014, -2.2204769599999294 57.270835886000036, -2.1139061159999537 57.22550916800002, -2.0966047959999523 57.19130526400004, -2.0744092499999747 57.14722482100007, -2.0826165529999794 57.12901481700004, -2.101664513999935 57.08944986200003, -2.1705898219999535 57.06638431000004))",2022-11-18,2022-08-20,147
EMSR649,EMSR649_2023-02-11,2023-02-11,"POLYGON ((14.846040034000055 37.44562460000004, 14.910091389000057 37.43656815600008, 14.937291279000021 37.45050069200004, 14.970376874000069 37.43912079100005, 15.021362700000052 37.430760100000036, 15.089084214000025 37.43238788900004, 15.090653428000055 37.389100703000054, 15.055742413000075 37.37453691600007, 14.834135393000054 37.40487414400008, 14.841225343000078 37.45135816700008, 14.846040034000055 37.44562460000004))",2023-02-11,2022-11-13,577
EMSR649,EMSR649_2023-02-12,2023-02-12,"POLYGON ((15.168479000000001 36.682157999999994, 15.082572000000003 36.641312, 14.956911000000002 36.68855799999999, 14.916539000000002 36.714923, 14.933807 36.730058, 15.041739 36.832001, 15.053300999999998 36.853813, 15.135495999999998 36.853922999999995, 15.111133 36.792548, 15.171958000000002 36.689859999999996, 15.168479000000001 36.682157999999994))",2023-02-11,2022-11-13,630
EMSR650,EMSR650_2023-02-13,2023-02-13,"POLYGON ((33.082655 -25.452879999999993, 32.711327 -26.385887999999998, 31.996106000000005 -26.342277, 32.000307 -24.679053, 32.929382 -24.746112999999998, 33.742243 -24.796325999999997, 33.759405 -25.113821999999995, 33.082655 -25.452879999999993))",2023-02-13,2022-11-15,887
EMSR650,EMSR650_2023-02-13,2023-02-13,"POLYGON ((33.08265503400003 -25.45287965899996, 32.711326833000044 -26.385888003999984, 31.996105829000044 -26.342276967999965, 32.00030690500006 -24.679053048999947, 32.92938201700008 -24.746113018999942, 33.742242901000054 -24.796326243999946, 33.75940483200003 -25.113821966999975, 33.08265503400003 -25.45287965899996))",2023-02-13,2022-11-15,886
EMSR650,EMSR650_2023-02-16,2023-02-16,"POLYGON ((32.650947 -25.921160000000004, 32.601123 -25.979607999999992, 32.57704 -26.001449, 32.607359 -26.025392000000004, 32.643738 -26.085279, 32.609529 -26.106574, 32.523996 -26.067405000000004, 32.491682 -26.041307, 32.502707 -26.02180299999999, 32.498243 -25.992879, 32.504019 -25.984587, 32.487727 -25.97173399999999, 32.478074 -25.990295, 32.44827 -26.002342, 32.45635 -26.02076099999999, 32.438536 -26.029632000000003, 32.386108 -26.041118, 32.373828 -25.962587000000003, 32.378018 -25.809397, 32.507806 -25.697525000000002, 32.5897 -25.68686900000001, 32.619223 -25.640869000000002, 32.720293 -25.489076999999998, 32.722384 -25.477625, 32.714028 -25.436890999999992, 32.726726 -25.406471999999997, 32.758745 -25.368699000000003, 32.793804 -25.353960999999998, 32.816345 -25.360877999999992, 32.828616 -25.363619999999997, 32.82375 -25.387263000000008, 32.811978 -25.409920999999997, 32.791347 -25.43140999999999, 32.790716 -25.452946999999998, 32.765678 -25.467743999999996, 32.754357 -25.480994, 32.754227 -25.514157000000004, 32.73654 -25.536353999999996, 32.714691 -25.563301999999997, 32.700578 -25.595736000000002, 32.680179 -25.658379999999998, 32.667143 -25.699870000000004, 32.669742 -25.719480999999995, 32.686341 -25.731868000000002, 32.688449 -25.748934000000002, 32.691064 -25.859404, 32.650947 -25.921160000000004))",2023-02-13,2022-11-15,885
EMSR650,EMSR650_2023-02-16,2023-02-16,"POLYGON ((33.33164153800004 -25.28425054999996, 33.21660917300005 -25.338986350999956, 33.19665351000003 -25.30877182699993, 33.19386627400007 -25.291488511999948, 33.19075929800005 -25.261146086999933, 33.198639471000035 -25.235893116999936, 33.27518470100006 -25.213100179999966, 33.303768382000044 -25.21757629699994, 33.31549500500006 -25.24075288899996, 33.32227972100003 -25.258655521999966, 33.33164153800004 -25.28425054999996))",2023-02-13,2022-11-15,888
EMSR650,EMSR650_2023-02-21,2023-02-21,"POLYGON ((36.092295844000034 -18.311442914999926, 36.00491210800004 -18.39459031199993, 35.978086991000055 -18.386391100999962, 35.891817597000056 -18.299571406999974, 35.73346631900006 -18.15558621999998, 35.68092726900005 -18.10772456599994, 35.61318028100004 -18.056284847999958, 35.48059665300008 -18.00749240099997, 35.30551799800003 -17.853714755999928, 35.09976401700004 -17.64163537699994, 34.930780656000024 -17.332492167999924, 34.925368941000045 -17.309584081999954, 34.82081614200007 -17.116200225999936, 34.73507060700007 -16.957726516999962, 34.51793621500008 -16.872789760999975, 34.59776009700005 -16.76549937899994, 34.82791833600004 -16.848616129999975, 34.920617133000064 -16.956423033999958, 34.98999877500006 -17.14006611999997, 35.06250470700007 -17.32220319699997, 35.123660537000035 -17.375857190999962, 35.226453252000056 -17.472939199999928, 35.323535261000075 -17.566214070999937, 35.34864654000006 -17.584791794999948, 35.417899213000055 -17.748756796999942, 35.519187 -17.82239646299996, 35.83018485300005 -17.96686053499996, 35.901711189000025 -18.08154938099994, 36.092295844000034 -18.311442914999926))",2023-02-13,2022-11-15,860
EMSR657,EMSR657_2023-04-01,2023-04-01,"POLYGON ((26.489807175000067 56.02867974500003, 26.55760599200005 55.948918010000064, 26.67457255900007 55.96044869300005, 26.747735010000042 55.92042250400004, 26.752503380000064 55.851762130000054, 26.49609048600007 55.80154081700003, 26.328843488000075 55.86895941300003, 26.136789199000077 55.99396849400006, 25.932677134000073 56.299141074000026, 26.282228255000064 56.30586351600005, 26.46316183600004 56.19583346100007, 26.489807175000067 56.02867974500003))",2023-04-01,2023-01-01,220
EMSR657,EMSR657_2023-04-02,2023-04-02,"POLYGON ((26.489807175000067 56.02867974500003, 26.55760599200005 55.948918010000064, 26.67457255900007 55.96044869300005, 26.747735010000042 55.92042250400004, 26.752503380000064 55.851762130000054, 26.49609048600007 55.80154081700003, 26.328843488000075 55.86895941300003, 26.136789199000077 55.99396849400006, 25.932677134000073 56.299141074000026, 26.282228255000064 56.30586351600005, 26.46316183600004 56.19583346100007, 26.489807175000067 56.02867974500003))",2023-04-01,2023-01-01,220
EMSR657,EMSR657_2023-04-03,2023-04-03,"POLYGON ((26.489807175000067 56.02867974500003, 26.55760599200005 55.948918010000064, 26.67457255900007 55.96044869300005, 26.747735010000042 55.92042250400004, 26.752503380000064 55.851762130000054, 26.49609048600007 55.80154081700003, 26.328843488000075 55.86895941300003, 26.136789199000077 55.99396849400006, 25.932677134000073 56.299141074000026, 26.282228255000064 56.30586351600005, 26.46316183600004 56.19583346100007, 26.489807175000067 56.02867974500003))",2023-04-01,2023-01-01,220
EMSR657,EMSR657_2023-04-04,2023-04-04,"POLYGON ((26.489807175000067 56.02867974500003, 26.55760599200005 55.948918010000064, 26.67457255900007 55.96044869300005, 26.747735010000042 55.92042250400004, 26.752503380000064 55.851762130000054, 26.49609048600007 55.80154081700003, 26.328843488000075 55.86895941300003, 26.136789199000077 55.99396849400006, 25.932677134000073 56.299141074000026, 26.282228255000064 56.30586351600005, 26.46316183600004 56.19583346100007, 26.489807175000067 56.02867974500003))",2023-04-01,2023-01-01,220
EMSR657,EMSR657_2023-04-05,2023-04-05,"POLYGON ((26.489807175000067 56.02867974500003, 26.55760599200005 55.948918010000064, 26.67457255900007 55.96044869300005, 26.747735010000042 55.92042250400004, 26.752503380000064 55.851762130000054, 26.49609048600007 55.80154081700003, 26.328843488000075 55.86895941300003, 26.136789199000077 55.99396849400006, 25.932677134000073 56.299141074000026, 26.282228255000064 56.30586351600005, 26.46316183600004 56.19583346100007, 26.489807175000067 56.02867974500003))",2023-04-01,2023-01-01,220
EMSR657,EMSR657_2023-04-06,2023-04-06,"POLYGON ((26.489807175000067 56.02867974500003, 26.55760599200005 55.948918010000064, 26.67457255900007 55.96044869300005, 26.747735010000042 55.92042250400004, 26.752503380000064 55.851762130000054, 26.49609048600007 55.80154081700003, 26.328843488000075 55.86895941300003, 26.136789199000077 55.99396849400006, 25.932677134000073 56.299141074000026, 26.282228255000064 56.30586351600005, 26.46316183600004 56.19583346100007, 26.489807175000067 56.02867974500003))",2023-04-01,2023-01-01,220
EMSR657,EMSR657_2023-04-08,2023-04-08,"POLYGON ((26.489807175000067 56.02867974500003, 26.55760599200005 55.948918010000064, 26.67457255900007 55.96044869300005, 26.747735010000042 55.92042250400004, 26.752503380000064 55.851762130000054, 26.49609048600007 55.80154081700003, 26.328843488000075 55.86895941300003, 26.136789199000077 55.99396849400006, 25.932677134000073 56.299141074000026, 26.282228255000064 56.30586351600005, 26.46316183600004 56.19583346100007, 26.489807175000067 56.02867974500003))",2023-04-01,2023-01-01,220
EMSR659,EMSR659_2023-05-04,2023-05-04,"POLYGON ((11.934494144000041 44.27842649700005, 11.913480409000044 44.27004037100004, 11.871060664000026 44.27025711200008, 11.87193800700004 44.28744894400006, 11.888861908000022 44.29587282700004, 11.93673928800007 44.296829486000036, 11.935914030000049 44.28915275100006, 11.935792782000021 44.28802466600008, 11.934494144000041 44.27842649700005))",2023-05-04,2023-02-03,466
EMSR659,EMSR659_2023-05-04,2023-05-04,"POLYGON ((11.84096234900005 44.47692250100005, 11.838963602000035 44.47692250100005, 11.732268570000029 44.47815982100007, 11.728049984000052 44.481442486000034, 11.72727665900004 44.48602294800003, 11.732630447000076 44.54907866500008, 11.73852165200003 44.54926436400007, 11.74623215400004 44.54950740900005, 11.769387176000066 44.550237287000066, 11.798798300000044 44.55639649900007, 11.85914143100007 44.55696756900005, 11.855465210000032 44.54346510400006, 11.851156546000025 44.52357047400005, 11.842282355000066 44.48296276000008, 11.84096234900005 44.47692250100005))",2023-05-04,2023-02-03,434
EMSR659,EMSR659_2023-05-04,2023-05-04,"POLYGON ((11.704181455000025 44.564045597000074, 11.703626568000061 44.55578888000008, 11.702965707000033 44.54595527400005, 11.680401493000033 44.54565641000005, 11.662291023000021 44.54541653700005, 11.631105985000033 44.54500349000005, 11.624267777000055 44.55684996400003, 11.581164019000028 44.555245627000026, 11.579337812000063 44.587677073000066, 11.67125553900007 44.59134182300004, 11.705940034000035 44.590213249000044, 11.704181455000025 44.564045597000074))",2023-05-04,2023-02-03,438
EMSR659,EMSR659_2023-05-04,2023-05-04,"POLYGON ((12.02644286000003 44.38251429900003, 11.990863252000054 44.37101224000003, 11.97449567600006 44.37830004800002, 11.958156395000058 44.39468589700004, 11.961443228000062 44.426204874000064, 12.001140211000063 44.467093758000026, 12.017286502000045 44.474806396000076, 12.033789570000067 44.48268489600008, 12.034679502000074 44.48310961500004, 12.03719354100002 44.482233507000046, 12.039534684000046 44.48141757800005, 12.067306363000057 44.471733340000064, 12.06452965600005 44.465628954000074, 12.051688686000034 44.43738039600004, 12.05024913400007 44.43546903100001, 12.04893725000005 44.43372704600004, 12.040754970000025 44.42285941100005, 12.039690578000034 44.42144534100003, 12.034135219000062 44.41406358200005, 12.026784639000027 44.38391688100006, 12.02644286000003 44.38251429900003))",2023-05-04,2023-02-03,472
EMSR659,EMSR659_2023-05-05,2023-05-05,"POLYGON ((11.721626 44.589051999999995, 11.720182 44.542039, 11.632120999999998 44.541805, 11.624268000000002 44.55684999999999, 11.581164000000001 44.555246, 11.579338 44.58767699999999, 11.671255999999998 44.591342, 11.721626 44.589051999999995))",2023-05-04,2023-02-03,437
EMSR659,EMSR659_2023-05-05,2023-05-05,"POLYGON ((11.943025977000046 44.60768610400003, 11.943541089000064 44.553908453000076, 11.918748046000076 44.553909002000076, 11.857711277000021 44.544303021000076, 11.851156546000025 44.52357047400005, 11.842282355000066 44.48296276000008, 11.84096234900005 44.47692250100005, 11.838963602000035 44.47692250100005, 11.732268570000029 44.47815982100007, 11.728049984000052 44.481442486000034, 11.72727665900004 44.48602294800003, 11.732630447000076 44.54907866500008, 11.73852165200003 44.54926436400007, 11.74623215400004 44.54950740900005, 11.755208072000073 44.54979034200004, 11.801001898000038 44.60649637400007, 11.816617111000026 44.613039892000074, 11.943025977000046 44.60768610400003))",2023-05-04,2023-02-03,435
EMSR659,EMSR659_2023-05-05,2023-05-05,"POLYGON ((12.02644286000003 44.38251429900003, 11.990863252000054 44.37101224000003, 11.97449567600006 44.37830004800002, 11.958156395000058 44.39468589700004, 11.961443228000062 44.426204874000064, 12.001140211000063 44.467093758000026, 12.017286502000045 44.474806396000076, 12.033789570000067 44.48268489600008, 12.034679502000074 44.48310961500004, 12.041663778000045 44.485605474000074, 12.050386457000059 44.48451192000004, 12.057171360000043 44.48211914100006, 12.064648285000033 44.479587921000075, 12.06514127500003 44.479237417000036, 12.066301485000054 44.475208452000054, 12.067306363000057 44.471733340000064, 12.06452965600005 44.465628954000074, 12.051688686000034 44.43738039600004, 12.05024913400007 44.43546903100001, 12.04893725000005 44.43372704600004, 12.040754970000025 44.42285941100005, 12.039690578000034 44.42144534100003, 12.034135219000062 44.41406358200005, 12.026784639000027 44.38391688100006, 12.02644286000003 44.38251429900003))",2023-05-04,2023-02-03,473
EMSR659,EMSR659_2023-05-05,2023-05-05,"POLYGON ((11.934494144000041 44.27842649700005, 11.913480409000044 44.27004037100004, 11.871060664000026 44.27025711200008, 11.87193800700004 44.28744894400006, 11.888861908000022 44.29587282700004, 11.93673928800007 44.296829486000036, 11.935914030000049 44.28915275100006, 11.935792782000021 44.28802466600008, 11.934494144000041 44.27842649700005))",2023-05-04,2023-02-03,466
EMSR659,EMSR659_2023-05-06,2023-05-06,"POLYGON ((11.472371398000064 44.39105676800006, 11.352201296000034 44.25675669000003, 11.24999494000002 44.299349176000085, 11.312062643000047 44.422654495000074, 11.320997731000034 44.423130079000025, 11.472371398000064 44.39105676800006))",2023-05-04,2023-02-03,461
EMSR659,EMSR659_2023-05-06,2023-05-06,"POLYGON ((11.880423919000064 44.21471975700006, 11.82178790200004 44.113832577000046, 11.709844602000032 44.13005173100003, 11.733695464000048 44.17935633500007, 11.765934449000042 44.22360934800002, 11.880423919000064 44.21471975700006))",2023-05-04,2023-02-03,478
EMSR659,EMSR659_2023-05-06,2023-05-06,"POLYGON ((11.603144999999998 44.21812899999999, 11.530162 44.198601000000004, 11.466985 44.200688, 11.465341 44.25562899999999, 11.504978 44.295572, 11.611969 44.30219000000001, 11.656468 44.26672299999999, 11.649198 44.241035999999994, 11.603144999999998 44.21812899999999))",2023-05-04,2023-02-03,464
EMSR663,EMSR663_2023-05-18,2023-05-18,"POLYGON ((35.89560850000004 -15.322357398999944, 35.837538994000056 -15.32262019699993, 35.799584449000065 -15.301986147999964, 35.78476266900003 -15.215645867999966, 35.833977393000055 -15.203228996999945, 35.847404968000035 -15.170621562999933, 35.89623943200007 -15.173417574999972, 35.89560850000004 -15.322357398999944))",2023-05-18,2023-02-17,852
EMSR664,EMSR664_2023-05-17,2023-05-17,"POLYGON ((11.889336 44.59561499999999, 12.090447000000001 44.515010999999994, 12.003315 44.47898699999999, 12.086777 44.41353600000001, 12.231468 44.36874699999999, 12.482611 44.096133999999985, 12.334969000000001 44.025775999999986, 12.256232000000002 44.10698599999999, 12.209754 44.112632999999995, 12.155612 44.14431900000001, 12.121585 44.12405400000001, 12.189654 44.034307999999996, 12.062991 43.997764, 11.988708 44.081811, 11.673081000000002 44.28196599999999, 11.885678000000002 44.41428899999999, 11.625568 44.54009200000001, 11.598593000000001 44.514168, 11.545377 44.548566, 11.604704 44.583266, 11.889336 44.59561499999999))",2023-05-17,2023-02-16,475
EMSR664,EMSR664_2023-05-18,2023-05-18,"POLYGON ((11.889336 44.59561499999999, 12.090447000000001 44.515010999999994, 12.003315 44.47898699999999, 12.086777 44.41353600000001, 12.231468 44.36874699999999, 12.482611 44.096133999999985, 12.334969000000001 44.025775999999986, 12.256232000000002 44.10698599999999, 12.209754 44.112632999999995, 12.155612 44.14431900000001, 12.121585 44.12405400000001, 12.189654 44.034307999999996, 12.062991 43.997764, 11.988708 44.081811, 11.673081000000002 44.28196599999999, 11.885678000000002 44.41428899999999, 11.625568 44.54009200000001, 11.598593000000001 44.514168, 11.545377 44.548566, 11.604704 44.583266, 11.889336 44.59561499999999))",2023-05-17,2023-02-16,475
EMSR664,EMSR664_2023-05-20,2023-05-20,"POLYGON ((11.885172975000048 44.59324119300005, 12.07338603900007 44.52160642900003, 12.077976602000037 44.51047714200008, 11.975148001000038 44.46397302400004, 11.943014063000021 44.43546274900007, 11.951736132000065 44.38594635900006, 11.898944662000078 44.40857825500006, 11.623969965000073 44.54156835200006, 11.595049421000056 44.516696711000066, 11.550520965000034 44.545167315000064, 11.550061908000034 44.544840146000055, 11.546389458000023 44.54778460300002, 11.602394321000078 44.58343342400007, 11.885172975000048 44.59324119300005))",2023-05-17,2023-02-16,432
EMSR664,EMSR664_2023-05-20,2023-05-20,"POLYGON ((11.95645966600006 44.56877767300005, 12.040969621000045 44.556622133000076, 12.12064250800006 44.54608381600008, 12.191183191000052 44.53373414900004, 12.259108182000034 44.54749577800004, 12.382893292000063 44.22502935000006, 12.376050434000035 44.21219246700008, 12.482611 44.096133999999985, 12.334969000000001 44.025775999999986, 12.256232000000002 44.10698599999999, 12.209754 44.112632999999995, 12.155612 44.14431900000001, 12.121585 44.12405400000001, 12.189654 44.034307999999996, 12.062991 43.997764, 11.988708 44.081811, 11.673081000000002 44.28196599999999, 11.376440268000067 44.487950030000036, 11.426714455000024 44.554949502000056, 11.505105941000068 44.590591430000075, 11.562486346000071 44.558580392000074, 11.604704 44.583266, 11.889336 44.59561499999999, 11.95645966600006 44.56877767300005))",2023-05-17,2023-02-16,468
EMSR664,EMSR664_2023-05-21,2023-05-21,"POLYGON ((11.956459666000057 44.568777673000056, 12.040969621000045 44.55662213300008, 12.120642508000062 44.546083816000085, 12.191183191000052 44.53373414900003, 12.259108182000036 44.54749577800004, 12.382893292000063 44.22502935000006, 12.376050434000035 44.21219246700007, 12.482611 44.09613399999999, 12.334968999999997 44.02577599999999, 12.256232 44.106986, 12.209754 44.112633, 12.155612 44.14431900000001, 12.121585 44.124054, 12.189654 44.034308, 12.062991 43.997764, 11.988708 44.081810999999995, 11.673081 44.281966, 11.376440268000067 44.487950030000036, 11.426714455000024 44.554949502000056, 11.505105941000068 44.59059143000007, 11.56248634600007 44.55858039200007, 11.604703999999996 44.583265999999995, 11.889336 44.595614999999995, 11.956459666000057 44.568777673000056))",2023-05-17,2023-02-16,467
EMSR664,EMSR664_2023-05-21,2023-05-21,"POLYGON ((11.885172975000044 44.59324119300004, 12.07338603900007 44.52160642900004, 12.077976602000035 44.510477142000056, 11.975148001000036 44.46397302400003, 11.943014063000021 44.43546274900007, 11.951736132000063 44.385946359000044, 11.898944662000078 44.408578255000066, 11.623969965000073 44.54156835200006, 11.595049421000056 44.516696711000066, 11.550520965000032 44.54516731500008, 11.550061908000034 44.54484014600006, 11.54638945800002 44.547784603000025, 11.602394321000078 44.58343342400008, 11.885172975000044 44.59324119300004))",2023-05-17,2023-02-16,433
EMSR664,EMSR664_2023-05-21,2023-05-21,"POLYGON ((12.260569786000076 44.555564073000035, 12.386010792000036 44.22279968000002, 12.378019482000068 44.21377076400005, 12.260491748000048 44.325883439000044, 12.234597989000067 44.34471221800004, 12.212034979000066 44.37083621600004, 12.128200535000074 44.405285148000075, 12.09069922900005 44.40586129700005, 12.024746169000023 44.44580985500004, 12.01836912400006 44.479238372000054, 12.048481032000039 44.49288424500001, 12.137560816000075 44.54181753400008, 12.185253876000047 44.536088141000036, 12.260569786000076 44.555564073000035))",2023-05-17,2023-02-16,474
EMSR664,EMSR664_2023-05-21,2023-05-21,"POLYGON ((11.859577125000042 44.41102430400009, 11.67175084300004 44.28679930800006, 11.376440268000067 44.487950030000036, 11.426714455000024 44.554949502000056, 11.505105941000068 44.59059143000007, 11.648835098000065 44.510284539000054, 11.859577125000042 44.41102430400009))",2023-05-17,2023-02-16,463
EMSR664,EMSR664_2023-05-21,2023-05-21,"POLYGON ((11.316846536000071 44.46878351500004, 11.310147893000021 44.46872922300002, 11.310413219000054 44.47411725000006, 11.31666864500005 44.47401646800006, 11.316846536000071 44.46878351500004))",2023-05-17,2023-02-16,442
EMSR664,EMSR664_2023-05-22,2023-05-22,"POLYGON ((11.839812478000056 44.318921888000034, 11.755690420000064 44.25665000600003, 11.719654504000061 44.259033654000056, 11.706686164000075 44.277031186000045, 11.782659975000058 44.338296491000044, 11.839812478000056 44.318921888000034))",2023-05-17,2023-02-16,469
EMSR664,EMSR664_2023-05-22,2023-05-22,"POLYGON ((12.273735404000035 44.14959463300004, 12.256291266000062 44.10947854100004, 12.210729933000039 44.116070324000084, 12.191564334000077 44.14564189600002, 12.209926584000073 44.16153358500002, 12.273735404000035 44.14959463300004))",2023-05-17,2023-02-16,479
EMSR664,EMSR664_2023-05-22,2023-05-22,"POLYGON ((11.979251 44.27076599999999, 12.080549426000061 44.24010393800006, 12.08503813300007 44.245318031000075, 12.09592391700005 44.24202529200006, 12.093115229000032 44.23630039000005, 12.097114 44.23509000000001, 12.082998 44.221932, 12.041682 44.179726, 11.998302 44.19906399999999, 11.979251 44.27076599999999))",2023-05-17,2023-02-16,477
EMSR665,EMSR665_2023-05-18,2023-05-18,"POLYGON ((16.96666996500005 44.73889806000005, 16.807598687000052 44.59161583500002, 16.596733710000024 44.757110246000025, 16.58828590400003 44.96727370600007, 16.475124234000077 45.02615886900003, 16.50929655400006 45.065024999000045, 17.051425363000078 44.93160993600002, 16.96666996500005 44.73889806000005))",2023-05-18,2023-02-17,486
EMSR665,EMSR665_2023-05-19,2023-05-19,"POLYGON ((16.43440626200004 44.384536039000054, 16.220477105000043 44.365109312000065, 16.203193464000037 44.372516587000064, 16.107554463000042 44.491155907000056, 16.087513134000062 44.516808807000075, 16.05094884400006 44.56098880300004, 15.988909798000066 44.64347000300006, 15.906339525000023 44.72283366400006, 15.831869511000036 44.77173213100008, 15.812165080000057 44.786569034000074, 15.778297704000067 44.811371800000074, 15.749438191000026 44.88672719500005, 15.830366997000056 45.019005008000086, 16.110013482000056 45.02883802900004, 16.22544989900007 44.920585104000054, 16.156702947000042 44.86056971500005, 15.958645508000075 44.82998848800002, 16.037455527000077 44.72479590000006, 16.182351754000024 44.69338069100007, 16.306532408000066 44.61011596600009, 16.457386986000074 44.52669586300004, 16.472301492000042 44.49896566400003, 16.43440626200004 44.384536039000054))",2023-05-18,2023-02-17,487
